ccaa,year,d_mean,d_top,d_top_locus,top_excess,d_pass,d_pass_locus,pass_excess,dz,shape_move,rank_dz,rank_shape
Navarra (Comunidad Foral de),2023,0.040000000000000036,1.6499999999999986,0.5779451125346391,1.0720548874653595,3.8900000000000006,0.5352686160703399,3.3547313839296606,0.40097341523087043,4.42678627139502,109,67
Navarra (Comunidad Foral de),2024,0.6699999999999999,13.86,10.710735084194095,3.1492649158059045,4.939999999999998,8.297462161284017,-3.357462161284019,1.0337826908585417,6.5067270770899235,141,29
Navarra (Comunidad Foral de),2025,-1.4399999999999995,-21.93,-20.61892011091853,-1.3110798890814692,-17.690000000000005,-19.391049220873477,1.7010492208734718,-0.08138103330778168,3.012129109954941,78,106
País Vasco,2016,0.6299999999999999,12.469999999999999,8.379556753026261,4.090443246973738,8.72999999999999,8.899560127157962,-0.16956012715797186,1.5867963328880683,4.26000337413171,158,72
País Vasco,2017,-0.27000000000000046,-5.460000000000001,-3.801730541309329,-1.6582694586906719,-5.299999999999997,-3.6775457747188227,-1.6224542252811744,-0.6810917631898668,3.2807236839718463,48,101
País Vasco,2018,0.27000000000000046,4.440000000000001,3.801730541309329,0.6382694586906723,3.6500000000000057,3.6775457747188227,-0.02754577471881703,-0.008992430515626149,0.6658152334094893,81,164
País Vasco,2019,-0.29000000000000004,-3.3599999999999994,-4.07077999281945,0.7107799928194503,-4.420000000000002,-3.9581047030033574,-0.46189529699664433,0.47407066925355723,1.1726752898160946,114,154
País Vasco,2020,0.5700000000000003,7.050000000000001,8.346810818188622,-1.2968108181886215,8.900000000000006,7.555508972611619,1.3444910273883863,-2.1748850067539,2.641301845577008,4,115
País Vasco,2021,1.2399999999999993,21.740000000000002,23.01834575030776,-1.278345750307757,14.25,13.28350043432053,0.9664995656794702,0.5424098436282382,2.2448453159872273,121,123
País Vasco,2022,-1.62,-26.810000000000002,-28.73923935701353,1.9292393570135289,-20.05000000000001,-18.2190762441046,-1.8309237558954123,1.1426564779712876,3.7601631129089412,144,90
País Vasco,2023,0.2400000000000002,5.030000000000001,3.5404333186688923,1.4895666813311088,1.3599999999999994,3.164408735511188,-1.8044087355111884,1.2341513135216449,3.293975416842297,147,100
País Vasco,2024,-0.20999999999999996,-9.030000000000001,-3.111522149484234,-5.918477850515767,2.280000000000001,-2.760007088401551,5.040007088401552,-3.080779651877614,10.95848493891732,2,11
País Vasco,2025,-0.6200000000000001,-8.21,-8.072004193564677,-0.13799580643532394,-10.679999999999993,-8.871528180181379,-1.8084718198186138,0.49074505552415015,1.9464676262539378,115,131
Rioja (La),2016,0.1299999999999999,3.330000000000002,1.7178540002475522,1.6121459997524497,4.709999999999994,1.8437223892370298,2.866277610762964,0.3666153744117634,4.478423610515414,104,65
Rioja (La),2017,0.4400000000000004,4.16,6.357396237881034,-2.1973962378810334,3.8900000000000006,5.887954776773569,-1.9979547767735681,-0.822775524316428,4.195351014654602,42,74
Rioja (La),2018,0.28000000000000025,2.349999999999998,4.482191648508845,-2.1321916485088472,3.8599999999999994,3.4636625470278943,0.3963374529721051,-0.8908359015617822,2.5285291014809523,37,118
Rioja (La),2019,-0.45999999999999996,-6.489999999999998,-7.184292622592629,0.6942926225926307,-4.549999999999997,-5.806624338075835,1.256624338075838,0.1208829660991777,1.9509169606684686,89,128
Rioja (La),2020,0.8199999999999994,20.809999999999995,13.44605429726554,7.363945702734455,5.1299999999999955,9.936227309438095,-4.8062273094381,1.4667986173420873,12.170173012172555,155,6
Rioja (La),2021,1.3400000000000007,24.010000000000005,28.240802437997843,-4.230802437997838,14.5,12.171051587214265,2.328948412785735,-0.5082837738732299,6.559750850783573,56,28
Rioja (La),2022,-0.8800000000000008,-19.39,-19.422815225315183,0.03281522531518277,-8.730000000000004,-7.424246109586505,-1.3057538904134987,0.40892354183219487,1.3385691157286814,110,152
Rioja (La),2023,0.41999999999999993,8.060000000000002,8.851594793999332,-0.7915947939993302,4.310000000000002,3.8148072139029807,0.49519278609702155,0.1734504322259561,1.2867875800963517,92,153
Rioja (La),2024,-0.1899999999999995,-8.030000000000001,-4.098927630596378,-3.9310723694036227,0.7400000000000091,-1.6643541743906667,2.404354174390676,-1.8331475988818973,6.3354265437942985,9,32
Rioja (La),2025,-1.2700000000000005,-20.79,-23.38272338451805,2.5927233845180524,-14.990000000000009,-13.72976661223791,-1.2602333877620993,1.2836985673528631,3.8529567722801517,151,85
